"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"CrossBorder Ozon SKU";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'АЛПК TRNR СОБ ВЗР SENS Кролик 150г-36";"1219565343";"1722251624";"1722251624";"0";"8410650584911-36";"Trainer гипоаллергенный корм для собак мелких пород влажный с кроликом 150г, 36шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'6.0";"0";"0";"0";"827";"0";"0";"24999.00";"27900.00";;;;"0%"
"'АЛПК TRNR СОБ ВЗР SENS Кролик 150г-12";"1219565344";"1722251619";"1722251619";"0";"8410650584911-12";"Trainer гипоаллергенный корм для собак мелких пород влажный с кроликом 150г, 12шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'1.00";"'2.0";"0";"0";"0";"827";"0";"0";"9999.00";"13200.00";;;;"0%"
"'АЛПК TRNR СОБ ВЗР SENS Утка рис 150г-12";"1219565345";"1722252523";"1722252523";"0";"8059149259505-12";"Trainer цельнозерновой корм для собак мелких пород влажный с уткой и рисом 150г, 12шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'1.00";"'2.0";"0";"0";"0";"641";"0";"0";"9999.00";"13200.00";;;;"0%"
"'АЛПК TRNR СОБ ВЗР SENS Утка рис 150г-36";"1219565346";"1722252584";"1722252584";"0";"8059149259505-36";"Trainer цельнозерновой корм для собак мелких пород влажный с уткой и рисом 150г, 36шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'6.0";"0";"0";"0";"641";"0";"0";"24999.00";"27900.00";;;;"0%"
"'АЛПК TRNR СОБ ВЗР SENS Кролик 150г-24";"1219565347";"1722252210";"1722252210";"0";"8410650584911-24";"Trainer гипоаллергенный корм для собак мелких пород влажный с кроликом 150г, 24шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'4.0";"0";"0";"0";"827";"0";"0";"17999.00";"19600.00";;;;"0%"
"'АЛПК TRNR СОБ ВЗР SENS Утка рис 150г-24";"1219565348";"1722252383";"1722252383";"0";"8059149259505-24";"Trainer цельнозерновой корм для собак мелких пород влажный с уткой и рисом 150г, 24шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:22:23";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'4.0";"0";"0";"0";"641";"0";"0";"17999.00";"19600.00";;;;"0%"
"'АЛПК TRNR СОБ ПОЖ СР КР NG Лосось 12кг 1шт";"1219585911";"1722272233";"1722272233";"0";"8059149252735";"Trainer корм для пожилых собак средних и крупных пород с лососем 12кг";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-10-11 13:35:55";"Зоокорма и товары для фермерского хозяйства";"'6.75";"'12.6";"0";"0";"0";"690";"0";"0";"12999.00";"14500.00";;;;"0%"
"'ЕВРОЛ Лента 5х80 50м 1шт";"1223235224";"1725416902";"1725416902";"0";"DEM T5W8D50WT1";"Демпферная лента для стяжки пола 5х80мм 50м";"'100";"Poriflex";"Продается";"Показывается";;"Показывается";;"2024-10-14 16:02:46";"Тяжелая стройка";"'30.25";"'6.1";"17";"0";"0";"0";"0";"0";"5999.00";"7999.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 30/9 1м 01шт";"1224629432";"1726637282";"1726637282";"0";"TRUB KF D30 9L1WT1";"K-FLEX Утеплитель для труб 32 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'2.30";"'0.5";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 20/9 2м 03шт";"1224629433";"1726637283";"1726637283";"0";"TRUB KF D20 9L2WT3";"K-FLEX Утеплитель для труб 20 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'11.55";"'2.3";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 30/9 2м 03шт";"1224629434";"1726637205";"1726637205";"0";"TRUB KF D30 9L2WT3";"K-FLEX Утеплитель для труб 32 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'18.43";"'3.7";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 22/9 1м 01шт";"1224629435";"1726637238";"1726637238";"0";"TRUB KF D22 9L1WT1";"K-FLEX Утеплитель для труб 22 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'1.60";"'0.3";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 28/9 2м 02шт";"1224629436";"1726637399";"1726637399";"0";"TRUB KF D28 9L2WT2";"K-FLEX Утеплитель для труб 28 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'8.46";"'1.7";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 35/9 2м 03шт";"1224629437";"1726637847";"1726637847";"0";"TRUB KF D35 9L2WT3";"K-FLEX Утеплитель для труб 35 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'22.47";"'4.5";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 30/9 2м 05шт";"1224629438";"1726637277";"1726637277";"0";"TRUB KF D30 9L2WT5";"K-FLEX Утеплитель для труб 32 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'27.84";"'5.6";"0";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 22/9 2м 02шт";"1224629439";"1726637403";"1726637403";"0";"TRUB KF D22 9L2WT2";"K-FLEX Утеплитель для труб 22 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'6.40";"'1.3";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 35/9 2м 05шт";"1224629440";"1726637221";"1726637221";"0";"TRUB KF D35 9L2WT5";"K-FLEX Утеплитель для труб 35 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'33.92";"'6.8";"0";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 28/9 2м 03шт";"1224629441";"1726637230";"1726637230";"0";"TRUB KF D28 9L2WT3";"K-FLEX Утеплитель для труб 28 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'16.93";"'3.4";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 25/9 2м 02шт";"1224629442";"1726637241";"1726637241";"0";"TRUB KF D25 9L2WT2";"K-FLEX Утеплитель для труб 25 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'7.40";"'1.5";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 35/9 2м 01шт";"1224629443";"1726637281";"1726637281";"0";"TRUB KF D35 9L2WT1";"K-FLEX Утеплитель для труб 35 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'5.62";"'1.1";"40";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 28/9 2м 05шт";"1224629444";"1726637334";"1726637334";"0";"TRUB KF D28 9L2WT5";"K-FLEX Утеплитель для труб 28 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'25.39";"'5.1";"0";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 25/9 2м 01шт";"1224629445";"1726637442";"1726637442";"0";"TRUB KF D25 9L2WT1";"K-FLEX Утеплитель для труб 25 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'3.70";"'0.7";"59";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 35/9 2м 02шт";"1224629446";"1726637285";"1726637285";"0";"TRUB KF D35 9L2WT2";"K-FLEX Утеплитель для труб 35 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'11.24";"'2.2";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 22/9 2м 01шт";"1224629447";"1726637332";"1726637332";"0";"TRUB KF D22 9L2WT1";"K-FLEX Утеплитель для труб 22 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'2.68";"'0.5";"73";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 20/9 2м 05шт";"1224629448";"1726637268";"1726637268";"0";"TRUB KF D20 9L2WT5";"K-FLEX Утеплитель для труб 20 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'16.72";"'3.3";"3";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 30/9 2м 01шт";"1224629449";"1726637755";"1726637755";"0";"TRUB KF D30 9L2WT1";"K-FLEX Утеплитель для труб 32 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'4.61";"'0.9";"0";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 28/9 1м 01шт";"1224629450";"1726637300";"1726637300";"0";"TRUB KF D28 9L1WT1";"K-FLEX Утеплитель для труб 28 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'2.12";"'0.4";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 25/9 2м 05шт";"1224629451";"1726637242";"1726637242";"0";"TRUB KF D25 9L2WT5";"K-FLEX Утеплитель для труб 25 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'22.36";"'4.5";"0";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 28/9 2м 01шт";"1224629452";"1726637312";"1726637312";"0";"TRUB KF D28 9L2WT1";"K-FLEX Утеплитель для труб 28 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:39";"Сантехника";"'4.23";"'0.8";"51";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 20/9 1м 01шт";"1224629454";"1726637325";"1726637325";"0";"TRUB KF D20 9L1WT1";"K-FLEX Утеплитель для труб 20 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'1.44";"'0.3";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 35/9 1м 01шт";"1224629455";"1726637963";"1726637963";"0";"TRUB KF D35 9L1WT1";"K-FLEX Утеплитель для труб 35 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'2.81";"'0.6";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 22/9 2м 05шт";"1224629456";"1726637269";"1726637269";"0";"TRUB KF D22 9L2WT5";"K-FLEX Утеплитель для труб 22 мм/9 10м(5х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'19.20";"'3.8";"0";"0";"0";"0";"0";"0";"27999.00";"30000.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 25/9 2м 03шт";"1224629457";"1726637291";"1726637291";"0";"TRUB KF D25 9L2WT3";"K-FLEX Утеплитель для труб 25 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'14.79";"'3.0";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 25/9 1м 01шт";"1224629459";"1726637331";"1726637331";"0";"TRUB KF D25 9L1WT1";"K-FLEX Утеплитель для труб 25 мм/9 1м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'1.85";"'0.4";"0";"0";"0";"0";"0";"0";"3999.00";"4600.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 22/9 2м 03шт";"1224629460";"1726637422";"1726637422";"0";"TRUB KF D22 9L2WT3";"K-FLEX Утеплитель для труб 22 мм/9 6м(3х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'12.80";"'2.6";"0";"0";"0";"0";"0";"0";"17999.00";"19100.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 20/9 2м 01шт";"1224629461";"1726637287";"1726637287";"0";"TRUB KF D20 9L2WT1";"K-FLEX Утеплитель для труб 20 мм/9 2м / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Продается";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'2.89";"'0.6";"56";"0";"0";"0";"0";"0";"7999.00";"8900.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 30/9 2м 02шт";"1224629462";"1726637233";"1726637233";"0";"TRUB KF D30 9L2WT2";"K-FLEX Утеплитель для труб 32 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'9.22";"'1.8";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'КФЛЕКС Утеплитель для труб 20/9 2м 02шт";"1224629463";"1726637296";"1726637296";"0";"TRUB KF D20 9L2WT2";"K-FLEX Утеплитель для труб 20 мм/9 4м(2х2м) / теплоизоляция / изоляция для труб";"'95";"K-Flex";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 12:13:40";"Сантехника";"'5.78";"'1.2";"0";"0";"0";"0";"0";"0";"12999.00";"14300.00";;;;"0%"
"'ВВП ACN СОБ WILD COAST Рыба 2кг 01шт";"1224942157";"1726924391";"1726924391";"0";"064992562205";"Acana для собак корм для всех пород и возрастов с рыбой WILD COAST 2кг";"'100";"Acana";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 16:12:04";"Зоокорма и товары для фермерского хозяйства";"'2.88";"'2.1";"0";"0";"0";"0";"0";"0";"4564.00";"5386.00";;;;"0%"
"'ЮНИ Dr.Pepper 0.33л-10";"1224990577";"1726971579";"1726971579";"0";;"Dr. Pepper 0.33л 10шт / Доктор Пеппер";"'95";"Dr.Pepper";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-15 17:04:56";"Продукты питания";"'2.00";"'3.8";"0";"0";"0";"0";"0";"0";"555.00";"4999.00";;;;"0%"
"'УНК LEONARDO КОТ МОЛ Kitten 1.8кг 3шт";"1226189035";"1728026176";"1728026176";"0";"4002633753014-3";"Корм для котят сухой Leonardo Kitten с птицей 1.8кг 3шт";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-10-16 10:07:48";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'5.7";"0";"0";"0";"777";"0";"0";"15999.00";"17100.00";;;;"0%"
"'УНК LEONARDO КОТ МОЛ Kitten 1.8кг 2шт";"1226189036";"1728026297";"1728026297";"0";"4002633753014-2";"Корм для котят сухой Leonardo Kitten с птицей 1.8кг 2шт";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-10-16 10:07:48";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'3.8";"0";"0";"0";"777";"0";"0";"11999.00";"12900.00";;;;"0%"
"'УНК LEONARDO КОТ МОЛ Kitten 1.8кг 1шт";"1226189043";"1728026042";"1728026042";"0";"4002633753014";"Корм для котят сухой Leonardo Kitten с птицей 1.8кг";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-10-16 10:07:48";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'1.9";"0";"0";"0";"775";"0";"0";"6999.00";"7800.00";;;;"0%"
"'OWNAT СОБ MINI ADULT Курица 4KG 3шт";"1230244054";"1731598829";"1731598829";"0";"31401-3";"Ownat корм для собак сухой мелких пород с курицей, 4кг 3шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'6.00";"'12.3";"0";"0";"0";"888";"0";"0";"23999.00";"25100.00";;;;"0%"
"'OWNAT СОБ MINI GF Lamb 3KG 2шт";"1230244055";"1731598471";"1731598471";"0";"31437-2";"Ownat Беззерновой корм для собак сухой мелких пород с ягненком, 3кг 2шт";"'100";"«Ownat»";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'4.00";"'6.1";"0";"0";"0";"0";"0";"0";"29999.00";"34500.00";;;;"0%"
"'OWNAT СОБ CLASSIC Утка (зеленый) 4KG 3шт";"1230244056";"1731590736";"1731590736";"0";"31474-3";"Сухой корм Ownat для собак Ownat Classic с уткой, 4кг 3шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'6.00";"'12.3";"0";"0";"0";"888";"0";"0";"26999.00";"28400.00";;;;"0%"
"'OWNAT СОБ MINI ADULT Курица 1.5KG 3шт";"1230244057";"1731590699";"1731590699";"0";"31400-3";"Ownat корм для собак сухой мелких пород с курицей, 1.5кг 3шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'4.7";"0";"0";"0";"886";"0";"0";"15999.00";"17100.00";;;;"0%"
"'OWNAT СОБ MINI GF Lamb 1KG 2шт";"1230244058";"1731590576";"1731590576";"0";"31438-2";"Ownat Беззерновой корм для собак сухой мелких пород с ягненком, 1кг 2шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'2.1";"0";"0";"0";"887";"0";"0";"10999.00";"12300.00";;;;"0%"
"'OWNAT СОБ CLASSIC Утка (зеленый) 4KG 2шт";"1230244059";"1731590886";"1731590886";"0";"31474-2";"Сухой корм Ownat для собак Ownat Classic с уткой, 4кг 2шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'4.00";"'8.2";"0";"0";"0";"888";"0";"0";"18999.00";"20100.00";;;;"0%"
"'OWNAT СОБ MINI ADULT Курица 1.5KG 2шт";"1230244060";"1731590742";"1731590742";"0";"31400-2";"Ownat корм для собак сухой мелких пород с курицей, 1.5кг 2шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'3.2";"0";"0";"0";"886";"0";"0";"9999.00";"11200.00";;;;"0%"
"'OWNAT СОБ MINI ADULT Курица 4KG 2шт";"1230244061";"1731591021";"1731591021";"0";"31401-2";"Ownat корм для собак сухой мелких пород с курицей, 4кг 2шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:13";"Зоокорма и товары для фермерского хозяйства";"'4.00";"'8.2";"0";"0";"0";"888";"0";"0";"15999.00";"17200.00";;;;"0%"
"'OWNAT СОБ MINI GF Lamb 3KG 3шт";"1230244063";"1731590696";"1731590696";"0";"31437-3";"Ownat Беззерновой корм для собак сухой мелких пород с ягненком, 3кг 3шт";"'100";"«Ownat»";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-18 15:09:14";"Зоокорма и товары для фермерского хозяйства";"'6.00";"'9.2";"0";"0";"0";"0";"0";"0";"39999.00";"41400.00";;;;"0%"
"'OWNAT СОБ MINI GF Lamb 1KG 3шт";"1230244064";"1731590756";"1731590756";"0";"31438-3";"Ownat Беззерновой корм для собак сухой мелких пород с ягненком, 1кг 3шт";"'100";"«Ownat»";"Продается";"Показывается";;"Показывается";;"2024-10-18 15:09:14";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'3.2";"0";"0";"0";"886";"0";"0";"16999.00";"19300.00";;;;"0%"
"'КАПС СКИН-КАП спрей 200мл";"1236620287";"1737194112";"1737194112";"0";"8437023560013";"СКИН-КАП Аэрозоль Спрей 200 мл";"'100";"СКИН-КАП";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-22 12:22:31";"Красота и здоровье";"'0.28";"'0.3";"0";"0";"0";"0";"0";"0";"15999.00";"17800.00";;;;"0%"
"'АЛПК ADV КОТ ВЗР VetDiet Urinary 8кг 2шт";"1241517157";"1741372296";"1741372296";"0";"8410650168074-2";"Advance Urinary корм для кошек сухой при мочекаменной болезни 8кг 2шт";"'100";"Advance";"Продается";"Показывается";;"Показывается";;"2024-10-26 10:10:51";"Зоокорма и товары для фермерского хозяйства";"'10.98";"'16.8";"0";"0";"0";"620";"0";"0";"19999.00";"21300.00";;;;"0%"
"'ЗООМ GMN СОБ ВЗР МЕЛК SALM RICE 20кг 1шт";"1242614571";"1742260257";"1742260257";"0";"8009470005685";"Gemon корм для собак сухой мелких пород с лососем и рисом 20кг";"'87.5";"Gemon";"Продается";"Показывается";;"Показывается";;"2024-10-28 06:18:40";"Зоокорма и товары для фермерского хозяйства";"'7.50";"'20.3";"0";"0";"0";"971";"0";"0";"12277.00";"14487.00";;;;"0%"
"'ЛПК СУП НАБОР ВСЕ пакет 70г 10шт";"1243047449";"1742623821";"1742623821";"0";"OZN1742623821";"Суп быстрого приготовления набор из всех вкусов 10шт по 70г / Лидкон";"'75";"Лидкон";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-28 10:46:01";"Продукты питания";"'0.96";"'0.8";"0";"0";"0";"0";"0";"0";"16999.00";"18300.00";;;;"0%"
"'ЛПК СУП НАБОР ВСЕ пакет 20г 8шт";"1243047450";"1742623736";"1742623736";"0";"OZN1742623736";"Суп быстрого приготовления набор из всех вкусов 8шт по 20г / Лидкон";"'75";"Лидкон";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-28 10:46:01";"Продукты питания";"'0.32";"'0.2";"0";"0";"0";"0";"0";"0";"8999.00";"18300.00";;;;"0%"
"'ЛПК СУП НАБОР ВСЕ пакет 200г 6шт";"1243047451";"1742623805";"1742623805";"0";"OZN1742623805";"Суп быстрого приготовления набор из всех вкусов 6шт по 200г / Лидкон";"'75";"Лидкон";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-28 10:46:01";"Продукты питания";"'1.92";"'1.5";"0";"0";"0";"0";"0";"0";"16999.00";"18300.00";;;;"0%"
"'МПП Пюре НАБОР 100г 4шт";"1243078057";"1742657621";"1742657621";"0";"OZN1742657621";"Пюре картофельное быстрого приготовления набор из всех вкусов 100г 4шт / Еда быстрого приготовления";"'65";"МИРА";"Готов к продаже";"Показывается";;"Показывается";;"2024-10-28 11:15:59";"Продукты питания";"'0.64";"'0.4";"0";"0";"0";"0";"0";"0";"9999.00";"11200.00";;;;"0%"
"'ТРБТ СОБ HL ВЗР ВСЕ Говядина 3кг 1шт";"1248137515";"1746987457";"1746987457";"0";"5410340311035";"Корм для собак сухой Versele Laga HAPPY LIFE с говядиной 3кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:08:44";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'3.1";"0";"0";"0";"750";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ СОБ HL МОЛ ВСЕ курица 3кг 1шт";"1248137517";"1746987593";"1746987593";"0";"5410340310397";"Корм для щенков сухой Versele Laga HAPPY LIFE с курицей 3кг";"'80";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-01 11:08:44";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'3.1";"0";"0";"0";"0";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ СОБ HL ВЗР ВСЕ Лосось 3кг 1шт";"1248137518";"1746987127";"1746987127";"0";"5410340310878";"Корм для собак сухой Versele Laga HAPPY LIFE с лососем 3кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:08:45";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'3.1";"0";"0";"0";"872";"0";"0";"6999.00";"8100.00";;;;"0%"
